,mz,rt,mzmin,mzmax,rtmin,rtmax,npeaks,Average Value(non-missing),Common Name,Classification Rate,id,Proportion Missing,Imputed
808,303.053804631726,81.1410827636719,303.024706772421,303.14531046893603,76.3133850097656,90.8878402709961,68,23196.254445844996,nan,nan,808,0.01694915254237288,knn
810,303.190718889443,575.1788330078119,303.18869151198896,303.196553431488,553.2984619140619,579.169494628906,62,38846.7952377293,nan,nan,810,0.01694915254237288,knn
850,311.18279103173097,917.2820434570309,311.128266747227,311.220846183923,898.304931640625,925.3541870117191,97,86387.0782790396,nan,nan,850,0.06779661016949153,knn
867,313.161470625865,735.2919921875,313.158242029641,313.221801652282,733.5089721679691,749.0469360351559,104,182294.7187184902,nan,nan,867,0.00847457627118644,knn
873,314.16493845869,736.001800537109,314.16360893061403,314.16593699612304,734.005981445312,749.0469360351559,64,27842.644638781272,nan,nan,873,0.03389830508474576,knn
877,314.777371385663,62.954627990722706,314.77332153133204,315.005638706892,57.7885856628418,66.1468658447266,106,56898.965855843366,nan,nan,877,0.0,no
880,315.218504588634,863.8308715820309,315.215594011758,315.235776821867,862.8750610351559,870.6875610351559,40,12537.508721943243,nan,nan,880,0.00847457627118644,knn
881,315.216166987389,914.4335327148441,315.191257534853,315.21690966942697,892.014282226562,929.49267578125,42,47891.51328727563,nan,nan,881,0.07627118644067797,knn
890,316.77425589346,62.9423141479492,316.7713787637,316.775491370216,60.56494140625,65.8778915405273,59,35895.237865371426,nan,nan,890,0.0,no
916,320.128608779754,65.6117095947266,320.12492149657004,320.131211072646,62.026885986328104,72.0629959106445,66,30993.5215417943,nan,nan,916,0.0,no
917,320.24267051095404,875.957366943359,320.239202425675,320.244021930437,874.604858398438,876.7205200195309,92,47382.728077020714,nan,nan,917,0.01694915254237288,knn
923,321.245655378866,876.0643920898441,321.205558150584,321.24641335791597,870.1547241210941,877.1433715820309,24,7924.544120901973,nan,nan,923,0.0847457627118644,knn
928,322.271779562274,1172.35314941406,322.270448098335,322.272305516522,1169.79821777344,1177.05432128906,92,121664.26182120053,nan,nan,928,0.0,no
936,325.034805128026,81.3888244628906,325.00733616000304,325.03820157251,76.5368118286133,85.4765167236328,46,13778.598898546323,nan,nan,936,0.01694915254237288,knn
957,328.32084980288397,1149.72509765625,328.319842104605,328.321596116982,1148.5107421875,1151.16345214844,44,26249.735251141217,nan,nan,957,0.00847457627118644,knn
961,328.995778110607,63.817298889160206,328.89736290437696,328.999584352148,53.7287178039551,67.33145141601561,127,38859.78481128078,nan,nan,961,0.0,no
963,329.104347816115,875.6149291992191,329.101744394119,329.1335794361,875.0736694335941,880.2463989257809,51,10994.325620237561,nan,nan,963,0.03389830508474576,knn
